file_name,transcription
sjd20070000NEA_vinogradova-i2007a-11Mun_03.wav,ноэ
sjd20070000NEA_vinogradova-i2007a-11Mun_04.wav,эххт ли пукэ пэррьмусса
sjd20070000NEA_vinogradova-i2007a-11Mun_05.wav,нюэммля
sjd20070000NEA_vinogradova-i2007a-11Mun_06.wav,сонн ли годтҍ елльмэнҍ
sjd20070000NEA_vinogradova-i2007a-11Mun_07.wav,мун коаллшэмусс плюшэвэ нюэммля
sjd20070000NEA_vinogradova-i2007a-12Mun_01.wav,мун кудца Ада
sjd20070000NEA_vinogradova-i2007a-12Mun_02.wav,ли мунэсьт удць кудца
sjd20070000NEA_vinogradova-i2007a-12Mun_03.wav,нюххчма ли слоэнсьт руппса
sjd20070000NEA_vinogradova-i2007a-12Mun_04.wav,нюна ли пуэлэнч налла
sjd20070000NEA_vinogradova-i2007a-12Mun_05.wav,сеййп ли сонэсьт куэӆьценҍ
sjd20070000NEA_vinogradova-i2007a-12Mun_06.wav,уййнлэдэм сонэнҍ чуһкса альн
sjd20070000NEA_vinogradova-i2007a-12Mun_07.wav,я тэнн шэ ханна каннҍцлувэм
sjd20070000NEA_vinogradova-i2007a-12Mun_08.wav,пыһтӭ кудца пеҏьтэ мунн
sjd20070000NEA_vinogradova-i2007a-12Mun_09.wav,эннҍтӭ кудцне Ада нэм
sjd20070000NEA_vinogradova-i2007a-12Mun_10.wav,ли мунэсьт кудца Ада
sjd20070000NEA_vinogradova-i2007a-12Mun_11.wav,сонн ли чофта удцьха
sjd20070000NEA_vinogradova-i2007a-12Mun_12.wav,коз ёада мунн
sjd20070000NEA_vinogradova-i2007a-12Mun_13.wav,тоагэ карр мун кудца Ада
sjd20070000NEA_vinogradova-i2007a-12Mun_14.wav,мунн тон удца
sjd20070000NEA_vinogradova-i2007a-12Mun_15.wav,мун миллвэсь удць кудца
sjd20070000NEA_vinogradova-i2007a-12Mun_16.wav,оар мун луннҍ
sjd20070000NEA_vinogradova-i2007a-12Mun_17.wav,я куллтэл мун
sjd20070000NEA_vinogradova-i2007a-12Mun_18.wav,куэссь вуэлка варра
sjd20070000NEA_vinogradova-i2007a-12Mun_19.wav,тонн милльтэ кар
sjd20070000NEA_vinogradova-i2007a-12Mun_20.wav,куэссь варесьт када
sjd20070000NEA_vinogradova-i2007a-12Mun_21.wav,танна оз мун варесьт Ада
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_01.wav,Ыришьк коаммгэе барс
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_02.wav,моджесь коаммгатҍ камашатҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_03.wav,мин ыришькайе коавнэм мыйй
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_04.wav,мерьдӭсьтэ синэтҍ нийтэнч
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_05.wav,нючкэшкуэдӭ гу вуэррьвэнч
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_06.wav,милле выррэнҍ Ыришькайе
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_07.wav,тэгка моджесь одт коаммгэнч
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_08.wav,ноэ воалльтешь тэйта коаммгатҍ мин пэһч Ыришькаесьт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_09.wav,я соннӭ эннҍтэшь вуэммь коаммгатҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_10.wav,чофта Ыришшьк шоалэшьт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_11.wav,тэйта моджесь коаммгатҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_12.wav,э коххт шэ татэ Ыришшьк
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_13.wav,тэсьт шэ синэтҍ лафькесьт цагке
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_14.wav,штобэ шэннтэ пукэ эвтэсьт моджесь нийтанҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_15.wav,ведтҍ пукэтҍ коаммга миллсуввенҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_16.wav,ноэ еннӭсь моджесь коаммгатҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_17.wav,удла Ыришькаесьт суӎка пеҋтэль
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_18.wav,мыйй тиӈькэтҍ моакксма лебпь
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_19.wav,коррба милльтан тоабхэбпь
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_20.wav,я энҍтэмь коррба Ыришькайе кидтӭ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_21.wav,ведтҍ тамьпе лийенҍ сон одт коаммга
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_22.wav,олкэс выййтэ мыйй ебпь эсстма
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_23.wav,коххт пуӆтэш эл сонн ышштэль
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_24.wav,коррбэнч вэххтэнне сонн оавведҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_25.wav,удлэнне одт коаммгатҍ тоабэдтҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_26.wav,я эльке синэтҍ удла цагке
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_27.wav,на коххт вуайй гыс тулльедтэ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_28.wav,я ныдтҍ сонн кыҏтхэссьтэ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_29.wav,штэ ми ляннч тэста выйтэ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_30.wav,чуэннчель Ыришшьк юлькэ эл
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_31.wav,коамматҍ сонн эйй томмтма
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_32.wav,ныдтҍ цавьнсэнҍ моджесь коамма
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_33.wav,Ыришькаесьт цебпятҍ юалканҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_34.wav,штэ тэсьт шэ рягэнҍт сонн
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_35.wav,на коххт эйй олльвье абьесьт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_36.wav,я ми гыс шэнтэ синэгуэйм
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_37.wav,можэ эннҍтэшь виресь коаммгатҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_38.wav,ноэ янан ведтҍ вусьтэм мыйй
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_39.wav,а янан элля вуййлаһтӭ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_40.wav,на коххт шэ чуэннчле юллькэ эл
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_41.wav,ныдтҍ сыйй чудзев Ыришькаесьт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_42.wav,тэйе нюэссь я тэгкесь коаммгэгуэйм
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_43.wav,кэджьле пэ еннҍсэсьт соннӭ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_44.wav,пугк сонн ведтҍ шэ тедт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_45.wav,сонн шэ вуайй векьхэ соннӭ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_46.wav,куэссь мадта поабпалт ниййт
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_47.wav,я еннӭсь пукэтҍ мушштэль ми шэнтэ сон удць нийтанҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_48.wav,нийтням
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_49.wav,тон юалкэнч сягкнэнҍ ванас ванас
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_50.wav,я ныдтҍ сыйй кыҏтхэнҍ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_51.wav,виресь пэҏҏьтӭ суӈӈэн сыйй
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_52.wav,коаммгае эл вылльшэдтҍ тонн
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_53.wav,танна иджь пугк оантшак Ыришшьк
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_54.wav,тэсьт шэ уйнсэсьтэ Ыришшьк
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_55.wav,муэййнлэсьтэ роамэсьт сонн
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_56.wav,я зоабэль сон моджесь коаммга
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_57.wav,ев киһчма канҍц коанҍцэсь эл
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_58.wav,гу куһт суһтмэнч нийтэнч
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_59.wav,ноэ лышэ сонн синэтҍ одтӭсь цоаге
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_60.wav,тэсьт шэ муэййнлэсьтэ сонн
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_61.wav,шиһтэль шэннҍтэнҍ аввта сыйй
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_62.wav,сон юалканҍ моджесь коаммга
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_63.wav,я киһчев сыйй канҍц коанҍцэсь эл
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_64.wav,куһт моджесь коаммгэнч канҍц
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_65.wav,одт я пай сыйй вуэӆӆькэв
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_66.wav,гу шувв я эллмса каннҍц
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_67.wav,на коххт гыс тэьст эль сиййнэ
sjd20070000NEA_vinogradova-i2007a-13Yrishjk_68.wav,ныдтҍ вессьлэнне ваннҍцэв сыйй
sjd20070000NEA_vinogradova-i2007a-14Chuennje_01.wav,чуэнне чуэнне
sjd20070000NEA_vinogradova-i2007a-14Chuennje_02.wav,чуэнне рягкэв га га га
sjd20070000NEA_vinogradova-i2007a-14Chuennje_03.wav,таһтэпь поррэ мыйй ныдтҍ ныдтҍ
sjd20070000NEA_vinogradova-i2007a-14Chuennje_04.wav,коаллэш мун оаһканям
sjd20070000NEA_vinogradova-i2007a-14Chuennje_05.wav,чуэнненҍ
sjd20070000NEA_vinogradova-i2007a-14Chuennje_06.wav,чофта пэла мунн
sjd20070000NEA_vinogradova-i2007a-14Chuennje_07.wav,выедтҍ поагэ чуэнне дант
sjd20070000NEA_vinogradova-i2007a-14Chuennje_08.wav,я валэсьт сыйе чоаза
sjd20070000NEA_vinogradova-i2007a-14Chuennje_09.wav,коадчесьт ижянт чуэнньгатҍ
sjd20070000NEA_vinogradova-i2007a-14Chuennje_10.wav,анҍ сыйй юлльсэв чоаза
sjd20070000NEA_vinogradova-i2007a-14Chuennje_11.wav,мин удць
sjd20070000NEA_vinogradova-i2007a-14Chuennje_12.wav,удць чуэнньга
sjd20070000NEA_vinogradova-i2007a-15Mun_01.wav,мун кузенч
sjd20070000NEA_vinogradova-i2007a-15Mun_02.wav,варра оаһканан мыйй воаррдэмь
sjd20070000NEA_vinogradova-i2007a-15Mun_03.wav,тамьпе лоаҋе мыннӭ сонн
sjd20070000NEA_vinogradova-i2007a-15Mun_04.wav,зоабэл эле балъедтмэннҍ
sjd20070000NEA_vinogradova-i2007a-15Mun_05.wav,удцьха кузенч
sjd20070000NEA_vinogradova-i2007a-15Mun_06.wav,кузенч мунэсьт ляйй вулльгэсь
sjd20070000NEA_vinogradova-i2007a-15Mun_07.wav,годтҍ я мунн
sjd20070000NEA_vinogradova-i2007a-15Mun_08.wav,соарнэ оака мыннӭ
sjd20070000NEA_vinogradova-i2007a-15Mun_09.wav,штобэ кузя шэннтътһче мунн
sjd20070000NEA_vinogradova-i2007a-15Mun_10.wav,аллк тэдт кузя паяс шэннтэ сонэнҍ я шуррнак тонн
sjd20070000NEA_vinogradova-i2007a-15Mun_11.wav,я шэнтэм эфтэсьт мыйй ыгесь ыгка
sjd20070000NEA_vinogradova-i2007a-15Mun_12.wav,мунн я мунэнҍ поаллса кузенч
sjd20070000NEA_vinogradova-i2007a-15Mun_13.wav,тэнна айкэст мэннма лев ё еннэ ыгке
sjd20070000NEA_vinogradova-i2007a-15Mun_14.wav,мун оаһка ё элля елльмэнҍ
sjd20070000NEA_vinogradova-i2007a-15Mun_15.wav,ноэ мунэнҍ кудтъе лев сон санҍ
sjd20070000NEA_vinogradova-i2007a-15Mun_16.wav,мун кузенч елльмэнҍ ли
sjd20070000NEA_vinogradova-i2007a-15Mun_17.wav,вуэллгэнне коаммрэла соннӭ
sjd20070000NEA_vinogradova-i2007a-15Mun_18.wav,самэ еммьне вуаннтэзэ райя
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_01.wav,чиллктэнне чиллктэнне
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_02.wav,чиллктэнне пассе кидэтҍ парррнэ
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_03.wav,тыйй шэ лебпе пэррьмусса Эллмантэсьт
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_04.wav,ноапетҍ чай мыйй воалнэпь
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_05.wav,я вайймлэнне чай мыйй юлльсэпь
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_06.wav,ныдтҍ ле нялькесь чайй
sjd20070000NEA_vinogradova-i2007a-17Chillktennje_07.wav,самэ напь вуэд райя чаян юлестҍ
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_01.wav,ку ку
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_02.wav,ку ку
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_03.wav,ялл варесьт лоантэнч кигк
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_04.wav,пукэйетҍ сонн ли каннҍц
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_05.wav,пугк мыйй куллэпь киг
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_06.wav,сонн мыйе пукэтҍ рягк
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_07.wav,ку ку
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_08.wav,ку ку
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_09.wav,ку ку
sjd20070000NEA_vinogradova-i2007a-18Ku-ku_10.wav,ныдтҍ сонн минэнҍ ыгетҍ лоагк
sjd20070000NEA_vinogradova-i2007a-19Choafen_01.wav,чоафэн
sjd20070000NEA_vinogradova-i2007a-19Choafen_02.wav,поассяй лоаннҍт ли чоафэн
sjd20070000NEA_vinogradova-i2007a-19Choafen_03.wav,ни кенн эйй уйн сонн варесьт
sjd20070000NEA_vinogradova-i2007a-19Choafen_04.wav,оарр сонн варесьт ревклуввма
sjd20070000NEA_vinogradova-i2007a-19Choafen_05.wav,кугкь пай инха оарр
sjd20070000NEA_vinogradova-i2007a-19Choafen_06.wav,лышэ рягант ыгка мудтмэшьт
sjd20070000NEA_vinogradova-i2007a-19Choafen_07.wav,чальм сонэсьт пыӆӆькэв
sjd20070000NEA_vinogradova-i2007a-19Choafen_08.wav,пугк сыйй таһтэв уййнэ
sjd20070000NEA_vinogradova-i2007a-19Choafen_09.wav,пыӆӆькэв годтҍ руччкэсь шар
sjd20070000NEA_vinogradova-i2007a-19Choafen_10.wav,кыррьтал милкнесьт ыгка мяһца
sjd20070000NEA_vinogradova-i2007a-19Choafen_11.wav,штобэ саһплиӈьк тамьпе шылле
sjd20070000NEA_vinogradova-i2007a-20Vacjnja_01.wav,Вацьна
sjd20070000NEA_vinogradova-i2007a-20Vacjnja_02.wav,мин коазя Вацьнa шоабашт чофта вессьлушшэ
sjd20070000NEA_vinogradova-i2007a-20Vacjnja_03.wav,кебльлятҍ саһплиӈӈьк поабпал
sjd20070000NEA_vinogradova-i2007a-20Vacjnja_04.wav,коазя Вацьна сонэнҍ сиррэ аллк
sjd20070000NEA_vinogradova-i2007a-21Dog_01.wav,аррьвдэг
sjd20070000NEA_vinogradova-i2007a-21Dog_02.wav,руппьсесь субпесь ёррп палэньч нючкнэлле вэз милльтэ нюччк
sjd20070000NEA_vinogradova-i2007a-21Dog_03.wav,палэньч чилмасгуэйм муэзант
sjd20070000NEA_vinogradova-i2007a-21Dog_04.wav,угк
sjd20070000NEA_vinogradova-i2007a-21Dog_05.wav,кэшкнадт
sjd20070000NEA_vinogradova-i2007a-21Dog_06.wav,пэҏҏьтэ эйй лушьт
sjd20070000NEA_vinogradova-i2007a-21Dog_07.wav,аррьвдэгке ке ли сонн
sjd20070000NEA_vinogradova-i2007a-21Dog_08.wav,пеннэ
sjd20070000NEA_vinogradova-i2007a-22Ball_01.wav,шурр мунн лям я удць
sjd20070000NEA_vinogradova-i2007a-22Ball_02.wav,ёррьпьесь я удлэсь
sjd20070000NEA_vinogradova-i2007a-22Ball_03.wav,сирэсьт вессьля муннэ элля нике
sjd20070000NEA_vinogradova-i2007a-22Ball_04.wav,я югке наллшэм ыввня ля мунн
sjd20070000NEA_vinogradova-i2007a-22Ball_05.wav,тэ алехь
sjd20070000NEA_vinogradova-i2007a-22Ball_06.wav,тэ руппьсесь
sjd20070000NEA_vinogradova-i2007a-22Ball_07.wav,я аббьр юкс ывнь налла ля
sjd20070000NEA_vinogradova-i2007a-22Ball_08.wav,я коале вуэллктэлэтҍ мун
sjd20070000NEA_vinogradova-i2007a-22Ball_09.wav,выммьдува паяс гу лоантэнч
sjd20070000NEA_vinogradova-i2007a-22Ball_10.wav,маӈӈа гу нюэммьля
sjd20070000NEA_vinogradova-i2007a-22Ball_11.wav,нючка суййн пялтая милльтэ
sjd20070000NEA_vinogradova-i2007a-22Ball_12.wav,ке ля мунн
sjd20070000NEA_vinogradova-i2007a-22Ball_13.wav,тата тиненҍ кэджьле
sjd20070000NEA_vinogradova-i2007a-22Ball_14.wav,палл
sjd20070000NEA_vinogradova-i2007a-23Bear_01.wav,яла мунн севьнӭсь варрь собпэсьт
sjd20070000NEA_vinogradova-i2007a-23Bear_02.wav,тоҏҏк ли мунэсьт чофта вугкесь
sjd20070000NEA_vinogradova-i2007a-23Bear_03.wav,иджь мунн ля тоавас чутҍ 
sjd20070000NEA_vinogradova-i2007a-23Bear_04.wav,ванца поаннь маӈӈь юльке альн
sjd20070000NEA_vinogradova-i2007a-23Bear_05.wav,таввьлесьт мун вилльй гыс ялл
sjd20070000NEA_vinogradova-i2007a-23Bear_06.wav,шоабашт сонн мерэсьт вуйнэ
sjd20070000NEA_vinogradova-i2007a-23Bear_07.wav,чед ыгь виллькесь тоҏк сонн оанн
sjd20070000NEA_vinogradova-i2007a-23Bear_08.wav,кегк шэ мыйй лебпь
sjd20070000NEA_vinogradova-i2007a-23Bear_09.wav,аррьвдэгке удла
sjd20070000NEA_vinogradova-i2007a-23Bear_10.wav,руччкесь я виллькесь тал
sjd20070000NEA_vinogradova-i2007a-24Cat_01.wav,шоабша эһkan альн мунн оаррэ
sjd20070000NEA_vinogradova-i2007a-24Cat_02.wav,эллмант чед эһкан киһче
sjd20070000NEA_vinogradova-i2007a-24Cat_03.wav,особливэ куэссь чед пэвлэ нюленьч
sjd20070000NEA_vinogradova-i2007a-24Cat_04.wav,пеййв мыннӭ эһкнэ луашшт
sjd20070000NEA_vinogradova-i2007a-24Cat_05.wav,аввтал пяйвэньч мун поаһк нюлэнҍ
sjd20070000NEA_vinogradova-i2007a-24Cat_06.wav,нагрьува пейв кэсскэнҍ мунн
sjd20070000NEA_vinogradova-i2007a-24Cat_07.wav,эмм пэл мунн валас кэһчмэнҍ
sjd20070000NEA_vinogradova-i2007a-24Cat_08.wav,ведтҍ мунн ля
sjd20070000NEA_vinogradova-i2007a-24Cat_09.wav,коасс
sjd20070000NEA_vinogradova-i2007a-25Dog_01.wav,крыльцэ альн оара мунн
