file_name,transcription
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_49.wav,тон юалкэнч сягкнэнҍ ванас ванас
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_50.wav,я ныдтҍ сыйй кыҏтхэнҍ
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_51.wav,виресь пэҏҏьтӭ суӈӈэн сыйй
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_52.wav,коаммгае эл вылльшэдтҍ тонн
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_53.wav,танна иджь пугк оантшак Ыришшьк
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_54.wav,тэсьт шэ уйнсэсьтэ Ыришшьк
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_55.wav,муэййнлэсьтэ роамэсьт сонн
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_56.wav,я зоабэль сон моджесь коаммга
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_57.wav,ев киһчма канҍц коанҍцэсь эл
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_58.wav,гу куһт суһтмэнч нийтэнч
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_59.wav,ноэ лышэ сонн синэтҍ одтӭсь цоаге
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_60.wav,тэсьт шэ муэййнлэсьтэ сонн
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_61.wav,шиһтэль шэннҍтэнҍ аввта сыйй
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_62.wav,сон юалканҍ моджесь коаммга
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_63.wav,я киһчев сыйй канҍц коанҍцэсь эл
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_64.wav,куһт моджесь коаммгэнч канҍц
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_65.wav,одт я пай сыйй вуэӆӆькэв
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_66.wav,гу шувв я эллмса каннҍц
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_67.wav,на коххт гыс тэьст эль сиййнэ
data/train/sjd20070000NEA_vinogradova-i2007a-13Yrishjk_68.wav,ныдтҍ вессьлэнне ваннҍцэв сыйй
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_01.wav,чуэнне чуэнне
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_02.wav,чуэнне рягкэв га га га
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_03.wav,таһтэпь поррэ мыйй ныдтҍ ныдтҍ
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_04.wav,коаллэш мун оаһканям
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_05.wav,чуэнненҍ
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_06.wav,чофта пэла мунн
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_07.wav,выедтҍ поагэ чуэнне дант
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_08.wav,я валэсьт сыйе чоаза
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_09.wav,коадчесьт ижянт чуэнньгатҍ
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_10.wav,анҍ сыйй юлльсэв чоаза
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_11.wav,мин удць
data/train/sjd20070000NEA_vinogradova-i2007a-14Chuennje_12.wav,удць чуэнньга
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_01.wav,мун кузенч
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_02.wav,варра оаһканан мыйй воаррдэмь
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_03.wav,тамьпе лоаҋе мыннӭ сонн
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_04.wav,зоабэл эле балъедтмэннҍ
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_05.wav,удцьха кузенч
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_06.wav,кузенч мунэсьт ляйй вулльгэсь
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_07.wav,годтҍ я мунн
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_08.wav,соарнэ оака мыннӭ
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_09.wav,штобэ кузя шэннтътһче мунн
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_10.wav,аллк тэдт кузя паяс шэннтэ сонэнҍ я шуррнак тонн
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_11.wav,я шэнтэм эфтэсьт мыйй ыгесь ыгка
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_12.wav,мунн я мунэнҍ поаллса кузенч
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_13.wav,тэнна айкэст мэннма лев ё еннэ ыгке
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_14.wav,мун оаһка ё элля елльмэнҍ
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_15.wav,ноэ мунэнҍ кудтъе лев сон санҍ
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_16.wav,мун кузенч елльмэнҍ ли
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_17.wav,вуэллгэнне коаммрэла соннӭ
data/train/sjd20070000NEA_vinogradova-i2007a-15Mun_18.wav,самэ еммьне вуаннтэзэ райя
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_01.wav,чиллктэнне чиллктэнне
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_02.wav,чиллктэнне пассе кидэтҍ парррнэ
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_03.wav,тыйй шэ лебпе пэррьмусса Эллмантэсьт
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_04.wav,ноапетҍ чай мыйй воалнэпь
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_05.wav,я вайймлэнне чай мыйй юлльсэпь
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_06.wav,ныдтҍ ле нялькесь чайй
data/train/sjd20070000NEA_vinogradova-i2007a-17Chillktennje_07.wav,самэ напь вуэд райя чаян юлестҍ
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_01.wav,ку ку
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_02.wav,ку ку
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_03.wav,ялл варесьт лоантэнч кигк
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_04.wav,пукэйетҍ сонн ли каннҍц
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_05.wav,пугк мыйй куллэпь киг
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_06.wav,сонн мыйе пукэтҍ рягк
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_07.wav,ку ку
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_08.wav,ку ку
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_09.wav,ку ку
data/train/sjd20070000NEA_vinogradova-i2007a-18Ku-ku_10.wav,ныдтҍ сонн минэнҍ ыгетҍ лоагк
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_01.wav,чоафэн
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_02.wav,поассяй лоаннҍт ли чоафэн
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_03.wav,ни кенн эйй уйн сонн варесьт
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_04.wav,оарр сонн варесьт ревклуввма
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_05.wav,кугкь пай инха оарр
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_06.wav,лышэ рягант ыгка мудтмэшьт
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_07.wav,чальм сонэсьт пыӆӆькэв
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_08.wav,пугк сыйй таһтэв уййнэ
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_09.wav,пыӆӆькэв годтҍ руччкэсь шар
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_10.wav,кыррьтал милкнесьт ыгка мяһца
data/train/sjd20070000NEA_vinogradova-i2007a-19Choafen_11.wav,штобэ саһплиӈьк тамьпе шылле
data/train/sjd20070000NEA_vinogradova-i2007a-20Vacjnja_01.wav,Вацьна
data/train/sjd20070000NEA_vinogradova-i2007a-20Vacjnja_02.wav,мин коазя Вацьнa шоабашт чофта вессьлушшэ
data/train/sjd20070000NEA_vinogradova-i2007a-20Vacjnja_03.wav,кебльлятҍ саһплиӈӈьк поабпал
data/train/sjd20070000NEA_vinogradova-i2007a-20Vacjnja_04.wav,коазя Вацьна сонэнҍ сиррэ аллк
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_01.wav,аррьвдэг
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_02.wav,руппьсесь субпесь ёррп палэньч нючкнэлле вэз милльтэ нюччк
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_03.wav,палэньч чилмасгуэйм муэзант
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_04.wav,угк
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_05.wav,кэшкнадт
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_06.wav,пэҏҏьтэ эйй лушьт
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_07.wav,аррьвдэгке ке ли сонн
data/train/sjd20070000NEA_vinogradova-i2007a-21Dog_08.wav,пеннэ
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_01.wav,шурр мунн лям я удць
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_02.wav,ёррьпьесь я удлэсь
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_03.wav,сирэсьт вессьля муннэ элля нике
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_04.wav,я югке наллшэм ыввня ля мунн
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_05.wav,тэ алехь
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_06.wav,тэ руппьсесь
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_07.wav,я аббьр юкс ывнь налла ля
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_08.wav,я коале вуэллктэлэтҍ мун
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_09.wav,выммьдува паяс гу лоантэнч
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_10.wav,маӈӈа гу нюэммьля
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_11.wav,нючка суййн пялтая милльтэ
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_12.wav,ке ля мунн
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_13.wav,тата тиненҍ кэджьле
data/train/sjd20070000NEA_vinogradova-i2007a-22Ball_14.wav,палл
